order_id,user_id,product_name,quantity,price,order_date
666,16,Cold Brew Coffee Maker,4,86,2025-05-23
667,10,Sesame Oil,11,91,2024-09-08
668,5,Pet Water Fountain with Filtration,2,77,2024-10-06
669,13,Inspirational Wall Art,14,56,2024-09-29
670,4,Vegan Protein Powder,7,91,2024-11-24
671,5,Teriyaki Beef Strips,3,89,2024-10-17
672,8,Stylish Combat Boots,13,93,2025-02-27
673,16,Robot Vacuum Cleaner,3,35,2024-11-10
674,18,Low-Fat Yogurt,5,61,2025-06-25
675,1,Cat Tree with Scratching Posts,3,84,2025-02-10
676,1,Insulated Lunch Bag,4,34,2025-01-30
677,4,Non-Stick Grill Pan,5,61,2025-04-30
678,7,Chocolate Almond Milk,15,23,2025-02-08
679,22,Teriyaki Chicken Bowl,6,78,2025-07-27
680,21,Portable Electric Fan,8,38,2025-07-16
681,5,Falafel Mix,5,51,2025-06-02
682,1,Sliced Strawberries,14,56,2025-01-04
683,9,Pineapple Teriyaki Chicken Mix,14,51,2025-03-27
684,20,Almond Flour Pizza Crust,15,64,2025-04-10
685,4,DIY Lip Balm Making Kit,9,77,2025-05-27
686,10,Hummus Variety Pack,6,41,2025-03-27
687,8,Travel Eye Mask with Ear Plugs,7,95,2024-12-27
688,12,Weighted Blanket for Adults,6,39,2025-06-22
689,18,Inflatable Pool Float,9,40,2025-01-29
690,25,Foot Massager Machine,5,60,2024-12-06
691,22,Maple Chipotle Glaze,10,73,2024-10-18
692,15,Avocados,7,68,2024-12-12
693,4,Oats,12,79,2024-09-01
694,12,Beet Salad,12,82,2025-02-19
695,15,Nutritional Yeast,9,21,2024-10-17
696,11,Mediterranean Couscous,4,23,2025-03-06
697,20,Pet Nail Clipper,11,37,2024-08-26
698,4,Dog Walking Waist Pack,9,40,2025-04-19
699,2,Pet Leash,1,27,2025-01-22
700,9,Luxe Velvet Blazer,9,50,2024-09-26
701,23,Insulated Coffee Mug,11,50,2025-05-19
702,16,Organic Black Beans,8,38,2024-12-31
703,8,Spicy Chicken Wings,7,42,2024-10-14
704,9,Pet Leash,4,63,2024-12-29
705,9,Fitness Resistance Bands Set,8,28,2024-10-11
706,23,Lemon Garlic Marinade,13,65,2025-05-11
707,7,Casual Long Cardigan,8,28,2025-05-12
708,17,Siphon Coffee Maker,15,74,2025-06-16
709,22,Apple Pie Filling,6,100,2025-05-31
710,10,Samsung Galaxy Smartwatch,11,90,2024-08-03
711,8,Kale and Quinoa Salad,13,68,2024-08-16
712,2,Foldable Yoga Mat,7,74,2025-05-09
713,21,Almond Coconut Granola,14,37,2024-12-12
714,9,Collapsible Water Bottle,2,65,2025-06-06
715,3,Luxury Bath Robe,12,77,2025-03-29
716,9,Bicycle Lock,9,34,2025-06-09
717,11,Collapsible Water Bottle,14,61,2025-03-21
718,19,Digital Wireless Camera,9,68,2025-02-28
719,12,Yoga Mat,11,48,2025-06-07
720,4,Cranberry Almond Biscotti,1,20,2025-05-13
721,19,Tactical Backpack,3,79,2024-09-23
722,18,Truffle Parmesan Fries,13,52,2025-05-05
723,13,Car Seat Organizer,11,60,2024-08-05
724,12,Shoe Organizer,7,93,2025-04-01
725,15,Sous Vide Cooker,15,25,2025-06-23
726,2,Baby Safety Corner Guards,11,75,2025-06-13
727,2,Pumpkin Puree,13,43,2025-03-23
728,24,Kettle Chip Variety Pack,8,45,2024-09-03
729,25,Insulated Coffee Mug,9,24,2025-03-13
730,5,Gardening Gloves with Claws,7,63,2025-04-04
731,4,Eco-Friendly Yoga Mat,14,58,2024-11-20
732,10,Black Olives,8,70,2025-03-26
733,3,Vegetable Chips,9,47,2025-02-13
734,19,Reversible Swimming Pool Lounger,10,29,2024-11-02
735,11,Skincare Set,4,59,2025-01-15
736,15,Organic Black Bean Burger,9,62,2025-01-29
737,3,Kale & Quinoa Salad Mix,15,65,2025-05-27
738,19,Peach Slices (canned),6,92,2024-09-03
739,1,Window Bird Feeder,11,76,2025-01-30
740,1,Induction Cooktop,11,73,2025-03-22
741,9,Pasta Sauce Mix,12,28,2025-07-03
742,5,Lemon Dill Chicken Skewers,8,100,2024-08-03
743,3,Outdoor Sports Backpack,13,77,2025-01-01
744,8,Whole Wheat Pasta,9,50,2025-07-25
745,14,Organic Coconut Water,12,70,2024-07-31
746,10,Rice Cakes,13,72,2025-01-17
747,10,Frozen Broccoli,11,29,2024-10-12
748,14,Portable Refrigerator Freezer,4,53,2024-11-11
749,21,Himalayan Pink Salt,5,77,2025-01-20
750,19,Tea Infuser Bottle,14,38,2024-11-26
751,8,Wireless HDMI Receiver,9,61,2024-12-30
752,19,Collapsible Pet Dog Bowl,7,81,2025-05-11
753,23,Electric Milk Frother,15,23,2024-12-07
754,9,Crispy Rice Treats,12,81,2025-03-12
755,1,Multi-Purpose Marine Rope,15,75,2024-11-07
756,11,Hummus,14,29,2024-12-18
757,22,Buffalo Sauce,1,72,2024-11-27
758,3,Yoga Mat,2,64,2025-04-24
759,13,Canvas High-Top Sneakers,12,29,2025-01-04
760,17,Garden Tool Set with Carrying Bag,1,57,2025-03-07
761,19,Ready-to-Eat Chili,15,34,2025-05-26
762,10,Car Trash Can,12,33,2025-06-26
763,7,Electric Razor,6,74,2025-03-12
764,5,Multi-Purpose Scissors,15,38,2024-09-05
765,25,Frozen Fruit Medley,13,58,2025-05-30
766,25,Handheld Garment Steamer,8,37,2025-02-15
767,5,Pet Caress Brush,10,29,2025-01-21
768,10,Sushi Roll Kit,4,24,2024-08-20
769,13,Fitness Mat,13,22,2024-10-28
770,18,Caramelized Onion Dip,3,87,2025-02-24
771,20,Tabletop Fire Pit,5,67,2025-04-23
772,21,Digital Voice Recorder,7,84,2024-10-18
773,20,Stick Vacuums Cleaner,3,77,2024-08-17
774,18,Scented Candles,12,56,2025-01-25
775,18,Pet Travel Carrier,8,87,2025-02-20
776,25,Graphic Print Leggings,12,67,2024-09-17
777,23,Garlic Parmesan Wings,11,73,2025-01-29
778,18,Decorative Wall Tapestry,9,38,2024-11-14
779,5,Mini Electric Kettle,13,54,2024-11-06
780,4,Lemon Garlic Marinade,8,83,2025-04-27
781,8,Garden Vegetable Chips,6,92,2025-07-11
782,17,Berries Medley,2,83,2024-09-16
783,13,Cream Cheese,4,92,2024-08-16
784,23,Black Bean Salsa,10,24,2024-08-28
785,11,Pumpkin Spice Latte Mix,12,38,2025-01-29
786,15,Multicolored LED Strip Lights,12,38,2025-01-03
787,19,Strawberry Rhubarb Jam,9,39,2024-11-24
788,18,Chocolate Coconut Protein Balls,13,93,2024-12-08
789,8,Electric Griddle with Removable Plates,5,36,2024-11-19
790,19,Vintage Button-Down Shirt,13,37,2024-08-14
791,10,Chickpea Snack Mix,12,94,2025-04-30
792,25,Set of Herb Garden Markers,4,46,2025-06-10
793,24,Reusable Coffee Filter,5,69,2025-05-21
794,17,Margherita Pizza,9,54,2024-09-01
795,13,Mediterranean Couscous Salad,14,59,2025-01-30
796,20,Gluten-Free Bread,5,48,2024-10-26
797,23,3D Night Light,5,46,2024-09-22
798,25,Samsung Galaxy Smartwatch,5,74,2025-04-23
799,17,Saffron Rice Mix,3,87,2025-03-10
800,3,Thai Basil Fried Rice,9,48,2025-05-18
801,15,Warm Knit Beanie,2,30,2024-11-08
802,11,Fitness Jump Box,12,63,2025-02-17
803,16,Banana Chips,2,44,2025-05-27
804,3,Hand Mixer,9,45,2025-03-20
805,18,Foldable Electric Scooter,1,58,2024-12-19
806,21,High-Low Hem Tee,6,50,2025-06-23
807,1,Stainless Steel Travel Mug,11,38,2024-11-11
808,22,Classic Caesar Salad Kit,14,51,2025-06-15
809,21,Mediterranean Chickpea Salad,3,74,2025-04-02
810,8,Car Sunshade,12,38,2024-12-03
811,25,Whole Grain Hamburger Buns,7,45,2025-07-18
812,22,Beef Tacos,2,27,2025-06-23
813,25,Ceramic Non-Stick Frying Pan,15,49,2024-09-14
814,24,Vegetable Chips,14,42,2025-01-06
815,10,Coconut Cream Pie Mix,8,29,2025-04-17
816,11,Sweet Potato Chips,4,70,2024-10-29
817,7,Organic Fruit Salad,12,33,2025-03-10
818,21,Lentil Soup,1,91,2025-06-05
819,10,DIY Lip Balm Making Kit,8,71,2025-04-11
820,22,Window A/C Unit,12,89,2024-11-21
821,11,Egg Noodles,12,98,2024-10-08
822,11,Sculpting Kit,14,68,2024-11-14
823,19,Dog Car Seat Cover,4,86,2025-06-24
824,24,Overnight Hiking Backpack,2,57,2025-07-19
825,25,Whole Grain Mustard,7,95,2025-06-26
826,13,Herbal Tea Variety Pack,10,59,2025-04-24
827,23,Portable Pet Water Bottle,5,51,2024-12-29
828,7,Sesame Ginger Dressing,10,66,2024-11-28
829,6,V-Neck Sweater,7,75,2024-09-28
830,16,Non-Stick Crepe Pan,1,20,2024-11-26
831,19,Pineapple Coconut Rice Mix,9,98,2025-03-21
832,9,Cable Knit Beanie,14,45,2025-03-07
833,16,Skincare Set,13,70,2024-08-28
834,16,Compact Portable Grill,2,87,2024-11-03
835,2,Mango Chutney,15,55,2025-02-13
836,15,Balsamic Fig Dressing,15,36,2024-11-18
837,6,Grilled Veggie Burgers,15,80,2025-02-25
838,15,Honey Lemon Tea,14,81,2024-10-14
839,11,Coconut Milk Yogurt,13,25,2025-03-27
840,24,Adjustable Pedicure Footrest,4,81,2025-02-18
841,21,Survival Gear Kit,15,97,2024-10-31
842,25,Portable Camping Shower,6,74,2025-06-29
843,14,Artisan Bread Loaf,5,34,2024-09-20
844,15,Cheesy Cauliflower Bake,12,67,2025-04-10
845,3,Portable Solar Phone Charger,7,66,2025-02-25
846,7,Jigsaw Puzzle,1,35,2025-01-08
847,19,Ginger Snaps,2,90,2025-04-01
848,24,Yoga Mat,1,94,2024-12-25
849,9,Pretzel Bites,2,23,2024-10-14
850,23,Foldable Yoga Mat Carry Bag,5,83,2024-12-08
851,11,Lemon Lime Sparkling Water,12,31,2024-11-14
852,16,Two-Tier Fruit Basket,11,72,2025-02-18
853,9,Elegant Maxi Skirt,1,58,2025-02-19
854,21,Drone,2,46,2025-06-22
855,10,Digital Meat Thermometer,12,94,2025-01-04
856,14,Peanut Butter,13,93,2025-02-21
857,17,First Aid Kit,9,34,2025-03-05
858,20,Buffalo Cauliflower Wings,12,35,2025-01-02
859,7,Samoas Cookie Mix,1,44,2025-05-07
860,21,High-Top Leather Boots,7,44,2024-12-02
861,21,Chocolate Chip Muffins,7,91,2025-01-19
862,20,Organic Cereal Bars,15,40,2025-03-12
863,8,Thai Coconut Curry Sauce,8,99,2024-08-09
864,18,Magnetic Curtain Tiebacks,7,71,2025-03-12
865,18,Honey Mustard Dip,5,68,2025-05-27
866,8,Low-Fat Cottage Cheese,6,37,2025-04-24
867,7,Wireless Gaming Headset,3,38,2024-11-26
868,10,Ceramic Bakeware Set,15,42,2025-02-19
869,13,Organic Coconut Water,1,88,2024-12-18
870,6,Sea Salt Caramel Brownie,5,21,2024-08-21
871,25,Herb Drying Rack,14,89,2025-07-26
872,13,Quinoa & Black Bean Salad,14,93,2025-04-02
873,9,Wooden Blocks,5,38,2024-10-06
874,25,Tuna Fish (canned),13,60,2024-12-03
875,17,Cotton Basic Tank,9,41,2025-02-21
876,18,Yoga Mat,7,96,2024-11-08
877,19,Sketchbook,9,89,2025-07-15
878,12,Wireless Music Receiver,11,22,2024-11-30
879,22,Vintage Graphic Tee,2,71,2025-06-09
880,11,Habanero Hot Sauce,7,80,2024-10-16
881,6,Dried Cranberries,1,49,2025-04-12
882,5,Buffalo Wing Sauce,10,46,2024-12-21
883,18,Frozen Acai Bowl,3,53,2024-09-18
884,12,Cable Knit Beanie,15,76,2024-09-27
885,24,Trainers with Mesh Inserts,14,99,2024-11-01
886,3,Camping Chair with Cooler,5,36,2025-03-30
887,18,Electric Heat Pad,10,85,2025-04-08
888,21,Oatmeal Raisin Cookies,12,27,2024-09-28
889,8,Freestanding Wine Rack,10,68,2024-08-04
890,18,Trendy Bomber Jacket,4,48,2025-02-25
891,8,Beard Grooming Kit,9,95,2025-06-17
892,20,Roasted Red Pepper Sauce,12,29,2025-02-17
893,13,Honey Butter Popcorn,11,50,2024-10-21
894,5,Portable Hammock,10,38,2025-03-05
895,5,Men's Waterproof Hiking Boots,12,80,2024-12-27
896,3,Cheddar Cheese Crackers,14,96,2024-12-04
897,18,Italian Herbal Seasoning,2,100,2024-09-25
898,3,Electric Bike,4,36,2024-08-04
899,10,Cold Brew Coffee Maker,9,90,2024-08-14
900,6,LED Desk Light,14,44,2024-12-10
901,6,Cotton Basic Tank,9,96,2024-12-31
902,10,Buttermilk Pancakes,2,92,2025-06-02
903,9,Electric Heat Press Machine,13,83,2025-05-20
904,16,Apricot Jam,10,43,2024-12-25
905,22,Suede Ankle Booties,13,99,2025-01-01
906,10,Fettuccine Alfredo Dinner Kit,4,69,2024-10-31
907,9,Portable Solar Path Lights,12,60,2024-10-28
908,12,Blue Corn Tortilla Chips,12,65,2025-02-28
909,17,Lightweight Travel Backpack,4,45,2025-06-15
910,11,Maple Pecan Granola,9,32,2025-04-12
911,22,Zucchini,7,29,2024-10-18
912,21,Repair Tool Set for Home Improvement,11,58,2024-08-20
913,21,Aeropress Coffee Maker,4,79,2025-05-13
914,8,Wall-Mounted Wine Rack,13,39,2024-12-16
915,5,Electronic Drum Kit,10,81,2025-03-25
916,24,Crafting Kit,14,20,2024-11-22
917,12,Luxury Rolling Makeup Case,10,74,2024-12-19
918,11,Coconut Granola,8,32,2024-11-30
919,22,Digital Food Thermometer,14,34,2024-08-14
920,8,Travel Pillow,5,29,2024-12-24
921,25,Coconut Curry Sauce,9,80,2024-08-29
922,3,Hiking Water Bottle with Filter,3,80,2025-04-19
923,23,Chili Beans in Sauce,15,55,2025-04-30
924,17,Lentil Pasta,14,25,2025-05-25
925,18,Beef Sirloin Steak,6,60,2025-03-04
926,24,Electric Griddle with Lid,12,84,2024-09-22
927,11,Lemon Zest Olive Oil,2,50,2025-04-11
928,21,Smart Light Bulbs,7,24,2024-08-18
929,15,Portable Leaf Blower,3,70,2024-12-07
930,15,Electric Razor,14,52,2025-06-27
931,11,Orange Ginger Vinaigrette,14,86,2025-01-19
932,16,Peach Slices (canned),4,34,2024-09-22
933,2,Nutritional Yeast,6,73,2025-04-18
934,21,Handmade Leather Journal,1,90,2024-10-12
935,25,Roasted Garlic,7,30,2024-11-22
936,7,Vanilla Bean Greek Yogurt,3,50,2025-05-04
937,6,Creamy Ranch Dressing,13,29,2024-10-06
938,9,Quinoa and Kale Salad Kit,12,45,2024-09-11
939,12,Non-Stick Crepe Pan,15,37,2025-04-17
940,12,French Onion Dip,10,98,2024-12-06
941,16,Smartphone UV Sanitizer,7,22,2025-04-29
942,16,Over-Ear Headphones,8,69,2025-01-16
943,13,Quinoa & Black Bean Salad,14,52,2025-03-05
944,12,Flavored Popcorn Mix,10,53,2025-02-27
945,2,Greek Yogurt Parfait,15,45,2025-05-18
946,11,Mushroom Soup (canned),7,82,2024-09-29
947,4,Maple Breakfast Sausage,6,48,2024-11-02
948,21,Sesame Garlic Stir-Fry Sauce,2,57,2024-09-26
949,16,DIY Organic Gardening Kit,12,35,2024-11-10
950,17,Organic Coconut Flakes,5,93,2024-08-03
951,6,Backpack,7,46,2025-02-07
952,14,Wireless HDMI Transmitter,8,21,2025-06-24
953,13,Home Delivery Food Journal,8,37,2025-07-11
954,12,Cauliflower Pizza Crust,5,56,2025-02-08
955,10,Collapsible Folding Chair,2,84,2024-11-03
956,11,Spinach and Ricotta Ravioli,8,77,2025-05-07
957,23,Pasta (Linguine),10,42,2024-11-16
958,22,Spicy Chicken Wings,4,52,2024-10-29
959,6,Ice Pack,15,84,2024-10-25
960,12,Gardening Tools Set,6,38,2024-12-17
961,10,Portable Air Conditioner,8,25,2024-10-11
962,6,Fresh Cilantro,10,25,2024-08-13
963,12,Fire Roasted Salsa,15,97,2025-07-18
964,11,Mixed Berry Smoothie Pack,3,100,2025-05-23
965,4,Gaming Headset,12,66,2024-11-17
966,1,Fruit and Nut Energy Bites,13,52,2025-02-01
967,17,Puzzle Mat,2,21,2025-06-22
968,11,Outdoor Adventure Kit,5,44,2025-02-22
969,7,Almond Flour Pizza Crust,7,84,2024-12-19
970,16,Dried Mango Slices,5,60,2024-09-29
971,1,Smartphone Tripod with Bluetooth Remote,8,60,2025-05-07
972,8,Brussels Sprouts,7,56,2024-09-19
973,6,Beef Enchilada Casserole,7,76,2025-03-23
974,8,Fruit and Nut Medley,7,26,2024-09-27
975,11,Garlic Herb Marinade,14,98,2024-10-06
976,5,Cacao Nibs,4,100,2025-06-05
977,20,Sesame Garlic Stir-Fry Sauce,14,82,2025-07-30
978,9,Spinach and Cheese Quiche,10,60,2024-11-26
979,15,Savory Rice Cakes,5,79,2024-08-11
980,25,Silicone Baking Mats,6,53,2025-06-15
981,10,Radish Chips,8,86,2025-01-02
982,18,Chocolate Mint Thins,11,64,2025-04-20
983,21,Rechargeable Battery Organizer,14,56,2025-05-06
984,18,Indestructible Dog Toy,5,98,2024-08-30
985,6,Adjustable Laptop Desk,8,50,2025-05-17
986,8,Smart Plant Monitor,3,99,2025-04-03
987,20,Handcrafted Wooden Coasters,9,100,2025-07-07
988,6,Sriracha Honey Glaze,6,37,2024-12-22
989,1,Apple Pie Filling,7,46,2025-07-09
990,4,Fried Rice,15,83,2024-10-02
991,17,Antique Style Clock,3,29,2025-02-15
992,18,Comfort Flats,6,21,2024-11-09
993,22,Vegetable Curry,13,75,2025-01-02
994,20,Sesame Seeds,6,98,2025-01-31
995,11,Wrist Support Brace,9,26,2024-12-22
996,7,Basic V-Neck T-Shirt,8,50,2024-12-29
997,15,Floral Summer Dress,6,54,2025-05-28
998,22,Ceramic Bakeware Set,9,35,2024-10-13
999,11,Himalayan Salt Grinder,1,21,2024-11-25
1000,24,Ricotta Cheese,6,56,2025-07-21
